Var1,Var2,Var3
"Specimen_0/Bone_0/Hole_3/bone_001.lvm",937,943
"Specimen_0/Bone_0/Hole_3/bone_002.lvm",937,949
"Specimen_0/Bone_0/Hole_3/bone_003.lvm",937,959
"Specimen_0/Bone_0/Hole_3/bone_004.lvm",937,972
"Specimen_0/Bone_0/Hole_3/bone_005.lvm",937,990
"Specimen_0/Bone_0/Hole_3/bone_006.lvm",937,994
"Specimen_0/Bone_0/Hole_3/bone_007.lvm",937,1002
"Specimen_0/Bone_0/Hole_3/bone_008.lvm",937,1014
"Specimen_0/Bone_0/Hole_3/bone_009.lvm",937,1025
"Specimen_0/Bone_0/Hole_3/bone_010.lvm",937,1034
"Specimen_0/Bone_0/Hole_3/bone_011.lvm",937,1042
"Specimen_0/Bone_0/Hole_3/bone_012.lvm",937,1053
"Specimen_0/Bone_0/Hole_3/bone_013.lvm",937,1062
"Specimen_0/Bone_0/Hole_3/bone_014.lvm",937,1070
"Specimen_0/Bone_0/Hole_3/bone_015.lvm",937,1081
"Specimen_0/Bone_0/Hole_3/bone_016.lvm",937,1096
"Specimen_0/Bone_0/Hole_3/bone_017.lvm",937,1104
"Specimen_0/Bone_0/Hole_3/bone_018.lvm",937,1110
"Specimen_0/Bone_0/Hole_3/bone_019.lvm",937,1122
"Specimen_0/Bone_0/Hole_3/bone_020.lvm",937,1133
"Specimen_0/Bone_0/Hole_3/bone_021.lvm",937,1139
"Specimen_0/Bone_0/Hole_3/bone_022.lvm",937,1152
"Specimen_0/Bone_0/Hole_3/bone_023.lvm",937,1160
"Specimen_0/Bone_0/Hole_3/bone_024.lvm",937,1174
"Specimen_0/Bone_0/Hole_3/bone_025.lvm",937,1184
"Specimen_0/Bone_0/Hole_3/bone_026.lvm",937,1178
"Specimen_0/Bone_0/Hole_3/bone_027.lvm",937,1185
"Specimen_0/Bone_0/Hole_3/bone_028.lvm",937,1198
"Specimen_0/Bone_0/Hole_3/bone_029.lvm",937,1203
"Specimen_0/Bone_0/Hole_3/bone_030.lvm",937,1207
"Specimen_0/Bone_0/Hole_3/bone_031.lvm",937,1209
"Specimen_0/Bone_0/Hole_3/bone_032.lvm",937,1211
"Specimen_0/Bone_0/Hole_3/bone_033.lvm",937,1212
"Specimen_0/Bone_0/Hole_3/bone_034.lvm",937,1211
"Specimen_0/Bone_0/Hole_3/bone_035.lvm",937,1204
"Specimen_0/Bone_0/Hole_3/bone_036.lvm",937,1211
"Specimen_0/Bone_0/Hole_3/bone_037.lvm",937,1209
"Specimen_0/Bone_0/Hole_3/bone_038.lvm",937,1206
"Specimen_0/Bone_0/Hole_4/bone_001.lvm",935,937
"Specimen_0/Bone_0/Hole_4/bone_002.lvm",935,943
"Specimen_0/Bone_0/Hole_4/bone_003.lvm",935,954
"Specimen_0/Bone_0/Hole_4/bone_004.lvm",935,971
"Specimen_0/Bone_0/Hole_4/bone_005.lvm",935,980
"Specimen_0/Bone_0/Hole_4/bone_006.lvm",935,994
"Specimen_0/Bone_0/Hole_4/bone_007.lvm",935,999
"Specimen_0/Bone_0/Hole_4/bone_008.lvm",935,1013
"Specimen_0/Bone_0/Hole_4/bone_009.lvm",935,1025
"Specimen_0/Bone_0/Hole_4/bone_010.lvm",935,1034
"Specimen_0/Bone_0/Hole_4/bone_011.lvm",935,1043
"Specimen_0/Bone_0/Hole_4/bone_012.lvm",935,1055
"Specimen_0/Bone_0/Hole_4/bone_013.lvm",935,1066
"Specimen_0/Bone_0/Hole_4/bone_014.lvm",935,1077
"Specimen_0/Bone_0/Hole_4/bone_015.lvm",935,1087
"Specimen_0/Bone_0/Hole_4/bone_016.lvm",935,1095
"Specimen_0/Bone_0/Hole_4/bone_017.lvm",935,1107
"Specimen_0/Bone_0/Hole_4/bone_018.lvm",935,1115
"Specimen_0/Bone_0/Hole_4/bone_019.lvm",935,1128
"Specimen_0/Bone_0/Hole_4/bone_020.lvm",935,1141
"Specimen_0/Bone_0/Hole_4/bone_021.lvm",935,1150
"Specimen_0/Bone_0/Hole_4/bone_022.lvm",935,1160
"Specimen_0/Bone_0/Hole_4/bone_023.lvm",935,1169
"Specimen_0/Bone_0/Hole_4/bone_024.lvm",935,1177
"Specimen_0/Bone_0/Hole_4/bone_025.lvm",935,1188
"Specimen_0/Bone_0/Hole_4/bone_026.lvm",935,1203
"Specimen_0/Bone_0/Hole_4/bone_027.lvm",935,1209
"Specimen_0/Bone_0/Hole_4/bone_028.lvm",935,1219
"Specimen_0/Bone_0/Hole_4/bone_029.lvm",935,1226
"Specimen_0/Bone_0/Hole_4/bone_030.lvm",935,1236
"Specimen_0/Bone_0/Hole_4/bone_031.lvm",935,1242
"Specimen_0/Bone_0/Hole_4/bone_032.lvm",935,1246
"Specimen_0/Bone_0/Hole_5/bone_001.lvm",1069,1075
"Specimen_0/Bone_0/Hole_5/bone_002.lvm",1069,1083
"Specimen_0/Bone_0/Hole_5/bone_003.lvm",1069,1097
"Specimen_0/Bone_0/Hole_5/bone_004.lvm",1069,1110
"Specimen_0/Bone_0/Hole_5/bone_005.lvm",1069,1118
"Specimen_0/Bone_0/Hole_5/bone_006.lvm",1069,1131
"Specimen_0/Bone_0/Hole_5/bone_007.lvm",1069,1142
"Specimen_0/Bone_0/Hole_5/bone_008.lvm",1069,1150
"Specimen_0/Bone_0/Hole_5/bone_009.lvm",1069,1159
"Specimen_0/Bone_0/Hole_5/bone_010.lvm",1069,1173
"Specimen_0/Bone_0/Hole_5/bone_011.lvm",1069,1180
"Specimen_0/Bone_0/Hole_5/bone_012.lvm",1069,1193
"Specimen_0/Bone_0/Hole_5/bone_013.lvm",1069,1200
"Specimen_0/Bone_0/Hole_5/bone_014.lvm",1069,1209
"Specimen_0/Bone_0/Hole_5/bone_015.lvm",1069,1219
"Specimen_0/Bone_0/Hole_5/bone_016.lvm",1069,1223
"Specimen_0/Bone_0/Hole_5/bone_017.lvm",1069,1238
"Specimen_0/Bone_0/Hole_5/bone_018.lvm",1069,1246
"Specimen_0/Bone_0/Hole_5/bone_019.lvm",1069,1257
"Specimen_0/Bone_0/Hole_5/bone_020.lvm",1069,1265
"Specimen_0/Bone_0/Hole_5/bone_021.lvm",1069,1277
"Specimen_0/Bone_0/Hole_5/bone_022.lvm",1069,1285
"Specimen_0/Bone_0/Hole_5/bone_023.lvm",1069,1298
"Specimen_0/Bone_0/Hole_5/bone_024.lvm",1069,1303
"Specimen_0/Bone_0/Hole_5/bone_025.lvm",1069,1312
"Specimen_0/Bone_0/Hole_5/bone_026.lvm",1069,1315
"Specimen_0/Bone_0/Hole_5/bone_027.lvm",1069,1327
"Specimen_0/Bone_0/Hole_5/bone_028.lvm",1069,1339
"Specimen_0/Bone_0/Hole_5/bone_029.lvm",1069,1344
"Specimen_0/Bone_0/Hole_5/bone_030.lvm",1069,1350
"Specimen_0/Bone_0/Hole_5/bone_031.lvm",1069,1270
"Specimen_0/Bone_0/Hole_6/bone_001.lvm",1108,1113
"Specimen_0/Bone_0/Hole_6/bone_002.lvm",1108,1123
"Specimen_0/Bone_0/Hole_6/bone_003.lvm",1108,1134
"Specimen_0/Bone_0/Hole_6/bone_004.lvm",1108,1143
"Specimen_0/Bone_0/Hole_6/bone_005.lvm",1108,1159
"Specimen_0/Bone_0/Hole_6/bone_006.lvm",1108,1166
"Specimen_0/Bone_0/Hole_6/bone_007.lvm",1108,1178
"Specimen_0/Bone_0/Hole_6/bone_008.lvm",1108,1185
"Specimen_0/Bone_0/Hole_6/bone_009.lvm",1108,1197
"Specimen_0/Bone_0/Hole_6/bone_010.lvm",1108,1204
"Specimen_0/Bone_0/Hole_6/bone_011.lvm",1108,1213
"Specimen_0/Bone_0/Hole_6/bone_012.lvm",1108,1224
"Specimen_0/Bone_0/Hole_6/bone_013.lvm",1108,1236
"Specimen_0/Bone_0/Hole_6/bone_014.lvm",1108,1243
"Specimen_0/Bone_0/Hole_6/bone_015.lvm",1108,1254
"Specimen_0/Bone_0/Hole_6/bone_016.lvm",1108,1265
"Specimen_0/Bone_0/Hole_6/bone_017.lvm",1108,1275
"Specimen_0/Bone_0/Hole_6/bone_018.lvm",1108,1283
"Specimen_0/Bone_0/Hole_6/bone_019.lvm",1108,1290
"Specimen_0/Bone_0/Hole_6/bone_020.lvm",1108,1302
"Specimen_0/Bone_0/Hole_6/bone_021.lvm",1108,1311
"Specimen_0/Bone_0/Hole_6/bone_022.lvm",1108,1317
"Specimen_0/Bone_0/Hole_6/bone_023.lvm",1108,1328
"Specimen_0/Bone_0/Hole_6/bone_024.lvm",1108,1340
"Specimen_0/Bone_0/Hole_6/bone_025.lvm",1108,1350
"Specimen_0/Bone_0/Hole_6/bone_026.lvm",1108,1352
"Specimen_0/Bone_0/Hole_6/bone_027.lvm",1108,1363
"Specimen_0/Bone_0/Hole_6/bone_028.lvm",1108,1370
"Specimen_0/Bone_0/Hole_6/bone_029.lvm",1108,1316
"Specimen_0/Bone_0/Hole_7/bone_001.lvm",887,892
"Specimen_0/Bone_0/Hole_7/bone_002.lvm",887,900
"Specimen_0/Bone_0/Hole_7/bone_003.lvm",887,906
"Specimen_0/Bone_0/Hole_7/bone_004.lvm",887,921
"Specimen_0/Bone_0/Hole_7/bone_005.lvm",887,936
"Specimen_0/Bone_0/Hole_7/bone_006.lvm",887,946
"Specimen_0/Bone_0/Hole_7/bone_007.lvm",887,962
"Specimen_0/Bone_0/Hole_7/bone_008.lvm",887,972
"Specimen_0/Bone_0/Hole_7/bone_009.lvm",887,982
"Specimen_0/Bone_0/Hole_7/bone_010.lvm",887,989
"Specimen_0/Bone_0/Hole_7/bone_011.lvm",887,1001
"Specimen_0/Bone_0/Hole_7/bone_012.lvm",887,1009
"Specimen_0/Bone_0/Hole_7/bone_013.lvm",887,1018
"Specimen_0/Bone_0/Hole_7/bone_014.lvm",887,1026
"Specimen_0/Bone_0/Hole_7/bone_015.lvm",887,1040
"Specimen_0/Bone_0/Hole_7/bone_016.lvm",887,1052
"Specimen_0/Bone_0/Hole_7/bone_017.lvm",887,1060
"Specimen_0/Bone_0/Hole_7/bone_018.lvm",887,1072
"Specimen_0/Bone_0/Hole_7/bone_019.lvm",887,1081
"Specimen_0/Bone_0/Hole_7/bone_020.lvm",887,1093
"Specimen_0/Bone_0/Hole_7/bone_021.lvm",887,1111
"Specimen_0/Bone_0/Hole_7/bone_022.lvm",887,1118
"Specimen_0/Bone_0/Hole_7/bone_023.lvm",887,1123
"Specimen_0/Bone_0/Hole_7/bone_024.lvm",887,1132
"Specimen_0/Bone_0/Hole_7/bone_025.lvm",887,1140
"Specimen_0/Bone_0/Hole_7/bone_026.lvm",887,1147
"Specimen_0/Bone_0/Hole_7/bone_027.lvm",887,1152
"Specimen_0/Bone_0/Hole_7/bone_028.lvm",887,1166
"Specimen_0/Bone_0/Hole_7/bone_029.lvm",887,1173
"Specimen_0/Bone_1/Hole_0/bone_001.lvm",925,938
"Specimen_0/Bone_1/Hole_0/bone_002.lvm",925,949
"Specimen_0/Bone_1/Hole_0/bone_003.lvm",925,959
"Specimen_0/Bone_1/Hole_0/bone_004.lvm",925,974
"Specimen_0/Bone_1/Hole_0/bone_005.lvm",925,983
"Specimen_0/Bone_1/Hole_0/bone_006.lvm",925,994
"Specimen_0/Bone_1/Hole_0/bone_007.lvm",925,1006
"Specimen_0/Bone_1/Hole_0/bone_008.lvm",925,1010
"Specimen_0/Bone_1/Hole_0/bone_009.lvm",925,1021
"Specimen_0/Bone_1/Hole_0/bone_010.lvm",925,1031
"Specimen_0/Bone_1/Hole_0/bone_011.lvm",925,1044
"Specimen_0/Bone_1/Hole_0/bone_012.lvm",925,1049
"Specimen_0/Bone_1/Hole_0/bone_013.lvm",925,1060
"Specimen_0/Bone_1/Hole_0/bone_014.lvm",925,1069
"Specimen_0/Bone_1/Hole_0/bone_015.lvm",925,1080
"Specimen_0/Bone_1/Hole_0/bone_016.lvm",925,1090
"Specimen_0/Bone_1/Hole_0/bone_017.lvm",925,1096
"Specimen_0/Bone_1/Hole_0/bone_018.lvm",925,1112
"Specimen_0/Bone_1/Hole_0/bone_019.lvm",925,1125
"Specimen_0/Bone_1/Hole_0/bone_020.lvm",925,1131
"Specimen_0/Bone_1/Hole_0/bone_021.lvm",925,1141
"Specimen_0/Bone_1/Hole_0/bone_022.lvm",925,1149
"Specimen_0/Bone_1/Hole_0/bone_023.lvm",925,1158
"Specimen_0/Bone_1/Hole_0/bone_024.lvm",925,1168
"Specimen_0/Bone_1/Hole_0/bone_025.lvm",925,1169
"Specimen_0/Bone_1/Hole_1/bone_001.lvm",929,934
"Specimen_0/Bone_1/Hole_1/bone_002.lvm",929,940
"Specimen_0/Bone_1/Hole_1/bone_003.lvm",929,958
"Specimen_0/Bone_1/Hole_1/bone_004.lvm",929,969
"Specimen_0/Bone_1/Hole_1/bone_005.lvm",929,978
"Specimen_0/Bone_1/Hole_1/bone_006.lvm",929,989
"Specimen_0/Bone_1/Hole_1/bone_007.lvm",929,997
"Specimen_0/Bone_1/Hole_1/bone_008.lvm",929,1007
"Specimen_0/Bone_1/Hole_1/bone_009.lvm",929,1019
"Specimen_0/Bone_1/Hole_1/bone_010.lvm",929,1026
"Specimen_0/Bone_1/Hole_1/bone_011.lvm",929,1037
"Specimen_0/Bone_1/Hole_1/bone_012.lvm",929,1050
"Specimen_0/Bone_1/Hole_1/bone_013.lvm",929,1058
"Specimen_0/Bone_1/Hole_1/bone_014.lvm",929,1064
"Specimen_0/Bone_1/Hole_1/bone_015.lvm",929,1072
"Specimen_0/Bone_1/Hole_1/bone_016.lvm",929,1080
"Specimen_0/Bone_1/Hole_1/bone_017.lvm",929,1095
"Specimen_0/Bone_1/Hole_1/bone_018.lvm",929,1099
"Specimen_0/Bone_1/Hole_1/bone_019.lvm",929,1111
"Specimen_0/Bone_1/Hole_1/bone_020.lvm",929,1118
"Specimen_0/Bone_1/Hole_1/bone_021.lvm",929,1134
"Specimen_0/Bone_1/Hole_1/bone_022.lvm",929,1144
"Specimen_0/Bone_1/Hole_1/bone_023.lvm",929,1152
"Specimen_0/Bone_1/Hole_1/bone_024.lvm",929,1165
"Specimen_0/Bone_1/Hole_1/bone_025.lvm",929,1169
"Specimen_0/Bone_1/Hole_1/bone_026.lvm",929,1169
"Specimen_0/Bone_1/Hole_1/bone_027.lvm",929,1185
"Specimen_0/Bone_1/Hole_1/bone_028.lvm",929,1196
"Specimen_0/Bone_1/Hole_1/bone_029.lvm",929,1204
"Specimen_0/Bone_1/Hole_1/bone_030.lvm",929,1209
"Specimen_0/Bone_1/Hole_1/bone_031.lvm",929,1219
"Specimen_0/Bone_1/Hole_1/bone_032.lvm",929,1223
"Specimen_0/Bone_1/Hole_1/bone_033.lvm",929,1234
"Specimen_0/Bone_1/Hole_1/bone_034.lvm",929,1238
"Specimen_0/Bone_1/Hole_2/bone_001.lvm",936,937
"Specimen_0/Bone_1/Hole_2/bone_002.lvm",936,945
"Specimen_0/Bone_1/Hole_2/bone_003.lvm",936,963
"Specimen_0/Bone_1/Hole_2/bone_004.lvm",936,967
"Specimen_0/Bone_1/Hole_2/bone_005.lvm",936,985
"Specimen_0/Bone_1/Hole_2/bone_006.lvm",936,996
"Specimen_0/Bone_1/Hole_2/bone_007.lvm",936,1007
"Specimen_0/Bone_1/Hole_2/bone_008.lvm",936,1015
"Specimen_0/Bone_1/Hole_2/bone_009.lvm",936,1025
"Specimen_0/Bone_1/Hole_2/bone_010.lvm",936,1037
"Specimen_0/Bone_1/Hole_2/bone_011.lvm",936,1040
"Specimen_0/Bone_1/Hole_2/bone_012.lvm",936,1051
"Specimen_0/Bone_1/Hole_2/bone_013.lvm",936,1066
"Specimen_0/Bone_1/Hole_2/bone_014.lvm",936,1076
"Specimen_0/Bone_1/Hole_2/bone_015.lvm",936,1083
"Specimen_0/Bone_1/Hole_2/bone_016.lvm",936,1093
"Specimen_0/Bone_1/Hole_2/bone_017.lvm",936,1101
"Specimen_0/Bone_1/Hole_2/bone_018.lvm",936,1110
"Specimen_0/Bone_1/Hole_2/bone_019.lvm",936,1116
"Specimen_0/Bone_1/Hole_2/bone_020.lvm",936,1129
"Specimen_0/Bone_1/Hole_2/bone_021.lvm",936,1134
"Specimen_0/Bone_1/Hole_2/bone_022.lvm",936,1145
"Specimen_0/Bone_1/Hole_2/bone_023.lvm",936,1153
"Specimen_0/Bone_1/Hole_2/bone_024.lvm",936,1165
"Specimen_0/Bone_1/Hole_2/bone_025.lvm",936,1177
"Specimen_0/Bone_1/Hole_2/bone_026.lvm",936,1187
"Specimen_0/Bone_1/Hole_2/bone_027.lvm",936,1190
"Specimen_0/Bone_1/Hole_3/bone_001.lvm",939,945
"Specimen_0/Bone_1/Hole_3/bone_002.lvm",939,951
"Specimen_0/Bone_1/Hole_3/bone_003.lvm",939,964
"Specimen_0/Bone_1/Hole_3/bone_004.lvm",939,973
"Specimen_0/Bone_1/Hole_3/bone_005.lvm",939,990
"Specimen_0/Bone_1/Hole_3/bone_006.lvm",939,1004
"Specimen_0/Bone_1/Hole_3/bone_007.lvm",939,1014
"Specimen_0/Bone_1/Hole_3/bone_008.lvm",939,1023
"Specimen_0/Bone_1/Hole_3/bone_009.lvm",939,1031
"Specimen_0/Bone_1/Hole_3/bone_010.lvm",939,1041
"Specimen_0/Bone_1/Hole_3/bone_011.lvm",939,1049
"Specimen_0/Bone_1/Hole_3/bone_012.lvm",939,1060
"Specimen_0/Bone_1/Hole_3/bone_013.lvm",939,1067
"Specimen_0/Bone_1/Hole_3/bone_014.lvm",939,1077
"Specimen_0/Bone_1/Hole_3/bone_015.lvm",939,1087
"Specimen_0/Bone_1/Hole_3/bone_016.lvm",939,1101
"Specimen_0/Bone_1/Hole_3/bone_017.lvm",939,1106
"Specimen_0/Bone_1/Hole_3/bone_018.lvm",939,1115
"Specimen_0/Bone_1/Hole_3/bone_019.lvm",939,1121
"Specimen_0/Bone_1/Hole_3/bone_020.lvm",939,1133
"Specimen_0/Bone_1/Hole_3/bone_021.lvm",939,1145
"Specimen_0/Bone_1/Hole_3/bone_022.lvm",939,1152
"Specimen_0/Bone_1/Hole_3/bone_023.lvm",939,1160
"Specimen_0/Bone_1/Hole_3/bone_024.lvm",939,1168
"Specimen_0/Bone_1/Hole_3/bone_025.lvm",939,1177
"Specimen_0/Bone_1/Hole_3/bone_026.lvm",939,1187
"Specimen_0/Bone_1/Hole_3/bone_027.lvm",939,1190
"Specimen_0/Bone_1/Hole_3/bone_028.lvm",939,1196
"Specimen_0/Bone_1/Hole_3/bone_029.lvm",939,1206
"Specimen_0/Bone_1/Hole_3/bone_030.lvm",939,1214
"Specimen_0/Bone_1/Hole_3/bone_031.lvm",939,1222
"Specimen_0/Bone_1/Hole_3/bone_032.lvm",939,1230
"Specimen_0/Bone_1/Hole_3/bone_033.lvm",939,1242
"Specimen_0/Bone_1/Hole_3/bone_034.lvm",939,1249
"Specimen_0/Bone_1/Hole_4/bone_001.lvm",951,954
"Specimen_0/Bone_1/Hole_4/bone_002.lvm",951,961
"Specimen_0/Bone_1/Hole_4/bone_003.lvm",951,973
"Specimen_0/Bone_1/Hole_4/bone_004.lvm",951,985
"Specimen_0/Bone_1/Hole_4/bone_005.lvm",951,999
"Specimen_0/Bone_1/Hole_4/bone_006.lvm",951,1007
"Specimen_0/Bone_1/Hole_4/bone_007.lvm",951,1023
"Specimen_0/Bone_1/Hole_4/bone_008.lvm",951,1026
"Specimen_0/Bone_1/Hole_4/bone_009.lvm",951,1042
"Specimen_0/Bone_1/Hole_4/bone_010.lvm",951,1050
"Specimen_0/Bone_1/Hole_4/bone_011.lvm",951,1060
"Specimen_0/Bone_1/Hole_4/bone_012.lvm",951,1071
"Specimen_0/Bone_1/Hole_4/bone_013.lvm",951,1079
"Specimen_0/Bone_1/Hole_4/bone_014.lvm",951,1088
"Specimen_0/Bone_1/Hole_4/bone_015.lvm",951,1098
"Specimen_0/Bone_1/Hole_4/bone_016.lvm",951,1112
"Specimen_0/Bone_1/Hole_4/bone_017.lvm",951,1115
"Specimen_0/Bone_1/Hole_4/bone_018.lvm",951,1130
"Specimen_0/Bone_1/Hole_4/bone_019.lvm",951,1139
"Specimen_0/Bone_1/Hole_4/bone_020.lvm",951,1152
"Specimen_0/Bone_1/Hole_4/bone_021.lvm",951,1158
"Specimen_0/Bone_1/Hole_4/bone_022.lvm",951,1169
"Specimen_0/Bone_1/Hole_4/bone_023.lvm",951,1184
"Specimen_0/Bone_1/Hole_4/bone_024.lvm",951,1192
"Specimen_0/Bone_1/Hole_4/bone_025.lvm",951,1199
"Specimen_0/Bone_1/Hole_4/bone_026.lvm",951,1206
"Specimen_0/Bone_1/Hole_4/bone_027.lvm",951,1220
"Specimen_0/Bone_1/Hole_4/bone_028.lvm",951,1231
"Specimen_0/Bone_1/Hole_4/bone_029.lvm",951,1233
"Specimen_0/Bone_1/Hole_4/bone_030.lvm",951,1241
"Specimen_0/Bone_1/Hole_4/bone_031.lvm",951,1252
"Specimen_0/Bone_1/Hole_4/bone_032.lvm",951,1261
"Specimen_0/Bone_1/Hole_6/bone_001.lvm",946,949
"Specimen_0/Bone_1/Hole_6/bone_002.lvm",946,954
"Specimen_0/Bone_1/Hole_6/bone_003.lvm",946,967
"Specimen_0/Bone_1/Hole_6/bone_004.lvm",946,972
"Specimen_0/Bone_1/Hole_6/bone_005.lvm",946,983
"Specimen_0/Bone_1/Hole_6/bone_006.lvm",946,991
"Specimen_0/Bone_1/Hole_6/bone_007.lvm",946,1006
"Specimen_0/Bone_1/Hole_6/bone_008.lvm",946,1008
"Specimen_0/Bone_1/Hole_6/bone_009.lvm",946,1025
"Specimen_0/Bone_1/Hole_6/bone_010.lvm",946,1031
"Specimen_0/Bone_1/Hole_6/bone_011.lvm",946,1044
"Specimen_0/Bone_1/Hole_6/bone_012.lvm",946,1045
"Specimen_0/Bone_1/Hole_6/bone_013.lvm",946,1054
"Specimen_0/Bone_1/Hole_6/bone_014.lvm",946,1068
"Specimen_0/Bone_1/Hole_6/bone_015.lvm",946,1069
"Specimen_0/Bone_1/Hole_6/bone_016.lvm",946,1078
"Specimen_0/Bone_1/Hole_6/bone_017.lvm",946,1088
"Specimen_0/Bone_1/Hole_6/bone_018.lvm",946,1107
"Specimen_0/Bone_1/Hole_6/bone_019.lvm",946,1114
"Specimen_0/Bone_1/Hole_6/bone_020.lvm",946,1123
"Specimen_0/Bone_1/Hole_6/bone_021.lvm",946,1130
"Specimen_0/Bone_1/Hole_6/bone_022.lvm",946,1141
"Specimen_0/Bone_1/Hole_6/bone_023.lvm",946,1150
"Specimen_0/Bone_1/Hole_6/bone_024.lvm",946,1157
"Specimen_0/Bone_1/Hole_6/bone_025.lvm",946,1165
"Specimen_0/Bone_1/Hole_6/bone_026.lvm",946,1182
"Specimen_0/Bone_1/Hole_6/bone_027.lvm",946,1184
"Specimen_0/Bone_1/Hole_6/bone_028.lvm",946,1196
"Specimen_0/Bone_2/Hole_0/bone_001.lvm",866,868
"Specimen_0/Bone_2/Hole_0/bone_002.lvm",866,873
"Specimen_0/Bone_2/Hole_0/bone_003.lvm",866,883
"Specimen_0/Bone_2/Hole_0/bone_004.lvm",866,889
"Specimen_0/Bone_2/Hole_0/bone_005.lvm",866,904
"Specimen_0/Bone_2/Hole_0/bone_006.lvm",866,913
"Specimen_0/Bone_2/Hole_0/bone_007.lvm",866,918
"Specimen_0/Bone_2/Hole_0/bone_008.lvm",866,929
"Specimen_0/Bone_2/Hole_0/bone_009.lvm",866,944
"Specimen_0/Bone_2/Hole_0/bone_010.lvm",866,955
"Specimen_0/Bone_2/Hole_0/bone_011.lvm",866,956
"Specimen_0/Bone_2/Hole_0/bone_012.lvm",866,971
"Specimen_0/Bone_2/Hole_0/bone_013.lvm",866,982
"Specimen_0/Bone_2/Hole_0/bone_014.lvm",866,988
"Specimen_0/Bone_2/Hole_0/bone_015.lvm",866,998
"Specimen_0/Bone_2/Hole_0/bone_016.lvm",866,1006
"Specimen_0/Bone_2/Hole_0/bone_017.lvm",866,1015
"Specimen_0/Bone_2/Hole_0/bone_018.lvm",866,1021
"Specimen_0/Bone_2/Hole_0/bone_019.lvm",866,1032
"Specimen_0/Bone_2/Hole_0/bone_020.lvm",866,1042
"Specimen_0/Bone_2/Hole_0/bone_021.lvm",866,1056
"Specimen_0/Bone_2/Hole_0/bone_022.lvm",866,1063
"Specimen_0/Bone_2/Hole_0/bone_023.lvm",866,1074
"Specimen_0/Bone_2/Hole_0/bone_024.lvm",866,1085
"Specimen_0/Bone_2/Hole_0/bone_025.lvm",866,1095
"Specimen_0/Bone_2/Hole_0/bone_026.lvm",866,1097
"Specimen_0/Bone_2/Hole_0/bone_027.lvm",866,1117
"Specimen_0/Bone_2/Hole_0/bone_028.lvm",866,1123
"Specimen_0/Bone_2/Hole_0/bone_029.lvm",866,1136
"Specimen_0/Bone_2/Hole_0/bone_030.lvm",866,1139
"Specimen_0/Bone_2/Hole_0/bone_031.lvm",866,1155
"Specimen_0/Bone_2/Hole_0/bone_032.lvm",866,1161
"Specimen_0/Bone_2/Hole_0/bone_033.lvm",866,1169
"Specimen_0/Bone_2/Hole_0/bone_034.lvm",866,1176
"Specimen_0/Bone_2/Hole_3/bone_001.lvm",841,848
"Specimen_0/Bone_2/Hole_3/bone_002.lvm",841,849
"Specimen_0/Bone_2/Hole_3/bone_003.lvm",841,856
"Specimen_0/Bone_2/Hole_3/bone_004.lvm",841,867
"Specimen_0/Bone_2/Hole_3/bone_005.lvm",841,873
